"Members – Detailed Travel Expenditures Report – Lightbound, Joël – Q2 2021"
Claim,Travel start date,Travel end date,Traveller Name,Traveller Type,Purpose of Travel,Dates,Departure,Destination,Transportation,Accommodations,Meals and Incidentals,Points Reg.,Points Spec.,Points U.S.A.,Total
T0202666,2020/03/09,2020/03/09,,,,,,,67.0100,0.0000,0.0000,0.0000,0,0,67.01
T0202666,2020/03/09,2020/03/09,"Lightbound, Joël",Member,To travel to/from constituency and Ottawa,2020/03/09,Québec,Ottawa,,,,,,,
200430748,2020/08/01,2020/08/31,,,,,,,0.0000,1499.0000,0.0000,0,0,0,1499.00
200430748,2020/08/01,2020/08/31,"Lightbound, Joël",Member,Secondary Residence,2020/08/01,OTTAWA,OTTAWA,,,,,,,
200437231,2020/09/01,2020/09/30,,,,,,,0.0000,1499.0000,0.0000,0,0,0,1499.00
200437231,2020/09/01,2020/09/30,"Lightbound, Joël",Member,Secondary Residence,2020/09/01,OTTAWA,OTTAWA,,,,,,,
T0204997,2020/09/08,2020/09/08,,,,,,,193.9000,0.0000,37.3800,0,0.0000,0,231.28
T0204997,2020/09/08,2020/09/08,"Novakovic, Filip",Employee,Attending event with Member,2020/09/08,Québec,Saguenay,,,,,,,
T0204992,2020/09/08,2020/09/08,,,,,,,193.9000,0.0000,37.3800,0,0.0000,0,231.28
T0204992,2020/09/08,2020/09/08,"Lightbound, Joël",Member,To attend an event as a matter of protocol,2020/09/08,Québec,Saguenay,,,,,,,
T0204997,2020/09/08,2020/09/08,"Novakovic, Filip",Employee,Attending event with Member,2020/09/08,Saguenay,Québec,,,,,,,
T0204992,2020/09/08,2020/09/08,"Lightbound, Joël",Member,To attend an event as a matter of protocol,2020/09/08,Saguenay,Québec,,,,,,,
200442093,2020/10/01,2020/10/31,,,,,,,0.0000,1499.0000,0.0000,0,0,0,1499.00
200442093,2020/10/01,2020/10/31,"Lightbound, Joël",Member,Secondary Residence,2020/10/01,OTTAWA,OTTAWA,,,,,,,
