"Members – Detailed Travel Expenditures Report – Green, Matthew – Q2 2021"
Claim,Travel start date,Travel end date,Traveller Name,Traveller Type,Purpose of Travel,Dates,Departure,Destination,Transportation,Accommodations,Meals and Incidentals,Points Reg.,Points Spec.,Points U.S.A.,Total
T0203283,2020/05/24,2020/06/24,,,,,,,0.0000,50.8100,0.0000,0,0,0,50.81
T0203283,2020/05/24,2020/06/24,"Green, Matthew",Member,Secondary Residence,2020/05/24,Ottawa,Ottawa,,,,,,,
T0204048,2020/06/24,2020/07/24,,,,,,,0.0000,44.6200,0.0000,0,0,0,44.62
T0204048,2020/06/24,2020/07/24,"Green, Matthew",Member,Secondary Residence,2020/06/24,Ottawa,Ottawa,,,,,,,
T0202745,2020/07/01,2020/07/31,,,,,,,0.0000,56.0000,0.0000,0,0,0,56.00
T0202745,2020/07/01,2020/07/31,"Green, Matthew",Member,Secondary Residence,2020/07/01,Ottawa,Ottawa,,,,,,,
T0203558,2020/07/16,2020/07/30,,,,,,,486.4200,0.0000,540.6200,1.0000,0,0,1027.04
T0203558,2020/07/16,2020/07/30,"Green, Matthew",Member,To travel to/from constituency and Ottawa,2020/07/16,Hamilton (City / Ville),Ottawa,,,,,,,
T0203558,2020/07/16,2020/07/30,"Green, Matthew",Member,To travel to/from constituency and Ottawa,2020/07/30,Ottawa,Hamilton (City / Ville),,,,,,,
T0205171,2020/07/24,2020/08/24,,,,,,,0.0000,47.1400,0.0000,0,0,0,47.14
T0205171,2020/07/24,2020/08/24,"Green, Matthew",Member,Secondary Residence,2020/07/24,Ottawa,Ottawa,,,,,,,
200430724,2020/08/01,2020/08/31,,,,,,,0.0000,1785.0000,0.0000,0,0,0,1785.00
200430724,2020/08/01,2020/08/31,"Green, Matthew",Member,Secondary Residence,2020/08/01,OTTAWA,OTTAWA,,,,,,,
T0203771,2020/08/01,2020/08/31,,,,,,,0.0000,56.0000,0.0000,0,0,0,56.00
T0203771,2020/08/01,2020/08/31,"Green, Matthew",Member,Secondary Residence,2020/08/01,Ottawa,Ottawa,,,,,,,
T0204058,2020/08/09,2020/08/13,,,,,,,486.4200,0.0000,264.3700,1.0000,0,0,750.79
T0204058,2020/08/09,2020/08/13,"Green, Matthew",Member,To travel to/from constituency and Ottawa,2020/08/09,Hamilton (City / Ville),Ottawa,,,,,,,
T0204058,2020/08/09,2020/08/13,"Green, Matthew",Member,To travel to/from constituency and Ottawa,2020/08/13,Ottawa,Hamilton (City / Ville),,,,,,,
T0204677,2020/09/01,2020/09/30,,,,,,,0.0000,56.0000,0.0000,0,0,0,56.00
T0204677,2020/09/01,2020/09/30,"Green, Matthew",Member,Secondary Residence,2020/09/01,Ottawa,Ottawa,,,,,,,
200437207,2020/09/01,2020/09/30,,,,,,,0.0000,1785.0000,0.0000,0,0,0,1785.00
200437207,2020/09/01,2020/09/30,"Green, Matthew",Member,Secondary Residence,2020/09/01,OTTAWA,OTTAWA,,,,,,,
T0205170,2020/09/14,2020/09/17,,,,,,,486.4200,0.0000,227.2800,1.0000,0,0,713.70
T0205170,2020/09/14,2020/09/17,"Green, Matthew",Member,To travel to/from constituency and Ottawa,2020/09/14,Hamilton (City / Ville),Ottawa,,,,,,,
T0205170,2020/09/14,2020/09/17,"Green, Matthew",Member,To travel to/from constituency and Ottawa,2020/09/17,Ottawa,Hamilton (City / Ville),,,,,,,
T0205474,2020/09/24,2020/09/25,,,,,,,486.4200,0.0000,98.3000,1.0000,0,0,584.72
T0205474,2020/09/24,2020/09/25,"Green, Matthew",Member,To travel to/from constituency and Ottawa,2020/09/24,Hamilton (City / Ville),Ottawa,,,,,,,
T0205474,2020/09/24,2020/09/25,"Green, Matthew",Member,To travel to/from constituency and Ottawa,2020/09/25,Ottawa,Hamilton (City / Ville),,,,,,,
200442068,2020/10/01,2020/10/31,,,,,,,0.0000,1785.0000,0.0000,0,0,0,1785.00
200442068,2020/10/01,2020/10/31,"Green, Matthew",Member,Secondary Residence,2020/10/01,OTTAWA,OTTAWA,,,,,,,
