"Members – Detailed Contract Expenditures Report – Carrie, Colin – Q2 2021"
Supplier,Description,Date,Total
Bank of Montreal – Banque de Montréal,Banking Fees and Cheque Orders,2020/05/25,14.95
Shared Services Canada –  Services partagés Canada,Long Distance - Federal Government Departments,2020/05/25,3.18
Shared Services Canada –  Services partagés Canada,Monthly Phone Service - Federal Government Departments,2020/05/25,210.82
Rogers Wireless – Rogers sans-fil,Voice and Data Plan for Mobile Devices,2020/06/01,199.83
Drialys Isaac Matos,Janitorial Services and Maintenance,2020/06/06,60.00
STANLEY STREET COMMUNICATIONS,Communications Officer,2020/06/12,2193.75
Dollarama,Consumable Items for Constituency Offices (COVID19),2020/06/17,10.50
"OSHAWA EXPRESS, THE",Advertising,2020/06/18,525.00
Drialys Isaac Matos,Janitorial Services and Maintenance,2020/06/20,60.00
SHRED-IT INTERNATIONAL ULC.,Shredding,2020/06/22,172.12
Shared Services Canada –  Services partagés Canada,Monthly Phone Service - Federal Government Departments,2020/06/23,16.52
Rogers,Cable and Internet Fees,2020/06/24,327.13
Bank of Montreal – Banque de Montréal,Banking Fees and Cheque Orders,2020/06/25,14.95
Maracle,"Householders ",2020/06/26,7960.85
STANLEY STREET COMMUNICATIONS,Communications Officer,2020/06/26,2193.75
Star Metroland Media,Advertising,2020/06/28,565.00
Grand & Toy,Bulk Paper Purchases,2020/06/30,44.70
Grand & Toy,"Office Supplies, Stationery and Accessories",2020/06/30,428.30
Rogers Wireless – Rogers sans-fil,Voice and Data Plan for Mobile Devices,2020/07/01,223.33
Snapd Inc,Advertising,2020/07/01,395.00
Drialys Isaac Matos,Janitorial Services and Maintenance,2020/07/04,60.00
Dollarama,Consumable Items for Constituency Offices (COVID19),2020/07/09,105.99
Dollarama,Consumable Items for Constituency Offices (COVID19),2020/07/09,12.00
STANLEY STREET COMMUNICATIONS,Communications Officer,2020/07/10,2193.75
Costco Wholesale,Cleaning Products,2020/07/15,17.99
Toshiba Tec Canada Business Solutions – Toshiba Tec Canada Solutions d'affaires,Photocopier Equipment (Copy Charge),2020/07/17,38.04
Driayls Isaac Matos,Janitorial Services and Maintenance,2020/07/18,60.00
Bank of Montreal – Banque de Montréal,Banking Fees and Cheque Orders,2020/07/24,14.95
Rogers,Cable and Internet Fees,2020/07/24,327.13
STANLEY STREET COMMUNICATIONS,Communications Officer,2020/07/24,2193.75
Grand & Toy,"Office Supplies, Stationery and Accessories",2020/07/31,93.89
358097 ONTARIO LIMITED,Office Rental and Related Fees,2020/08/01,2850.00
Drialys Isaac Matos,Janitorial Services and Maintenance,2020/08/01,60.00
Rogers Wireless – Rogers sans-fil,Voice and Data Plan for Mobile Devices,2020/08/01,255.48
Snapd Inc,Advertising,2020/08/01,395.00
MADD Canada,Advertising,2020/08/04,279.00
LIsa Belcourt,"Printed Matter, Books, Newspapers and Subscriptions",2020/08/11,30.00
Drilys Isaac Matos,Janitorial Services and Maintenance,2020/08/15,60.00
STANLEY STREET COMMUNICATIONS,Communications Officer,2020/08/17,2193.75
SHRED-IT INTERNATIONAL ULC.,Shredding,2020/08/22,184.17
358097 ONTARIO LIMITED,Office Rental and Related Fees,2020/09/01,2850.00
STANLEY STREET COMMUNICATIONS,Communications Officer,2020/09/01,2193.75
Canada Post – Postes Canada,Courier Services,2020/09/23,19.10
358097 ONTARIO LIMITED,Office Rental and Related Fees,2020/10/01,2850.00
