"Members – Detailed Travel Expenditures Report – Vecchio, Karen – Q2 2021"
Claim,Travel start date,Travel end date,Traveller Name,Traveller Type,Purpose of Travel,Dates,Departure,Destination,Transportation,Accommodations,Meals and Incidentals,Points Reg.,Points Spec.,Points U.S.A.,Total
T0202701,2020/06/23,2020/06/24,,,,,,,732.2500,0.0000,98.3000,1.0000,0,0,830.5500
T0202701,2020/06/23,2020/06/24,"Vecchio, Karen",Member,To travel to/from constituency and Ottawa,2020/06/23,St. Thomas,Ottawa,,,,,,,
T0202701,2020/06/23,2020/06/24,"Vecchio, Karen",Member,To travel to/from constituency and Ottawa,2020/06/24,Ottawa,St. Thomas,,,,,,,
T0203070,2020/07/06,2020/07/10,,,,,,,542.3200,0.0000,374.5500,1.0000,0,0,916.8700
T0203070,2020/07/06,2020/07/10,"Vecchio, Karen",Member,To travel to/from constituency and Ottawa,2020/07/06,St. Thomas,Ottawa,,,,,,,
T0203070,2020/07/06,2020/07/10,"Vecchio, Karen",Member,To travel to/from constituency and Ottawa,2020/07/10,Ottawa,St. Thomas,,,,,,,
T0204912,2020/07/07,2020/07/26,,,,,,,313.2100,0.0000,0.0000,0.5000,0,0,313.2100
T0204912,2020/07/07,2020/07/26,,Dependant,To unite the family with the Member,2020/07/26,Ottawa,St. Thomas,,,,,,,
200430807,2020/08/01,2020/08/31,,,,,,,0.0000,1740.0000,0.0000,0,0,0,1740.0000
200430807,2020/08/01,2020/08/31,"Vecchio, Karen",Member,Secondary Residence,2020/08/01,OTTAWA,OTTAWA,,,,,,,
200437288,2020/09/01,2020/09/30,,,,,,,0.0000,1740.0000,0.0000,0,0,0,1740.0000
200437288,2020/09/01,2020/09/30,"Vecchio, Karen",Member,Secondary Residence,2020/09/01,OTTAWA,OTTAWA,,,,,,,
200442149,2020/10/01,2020/10/31,,,,,,,0.0000,1740.0000,0.0000,0,0,0,1740.0000
200442149,2020/10/01,2020/10/31,"Vecchio, Karen",Member,Secondary Residence,2020/10/01,OTTAWA,OTTAWA,,,,,,,
