"Members – Detailed Travel Expenditures Report – Hajdu, Patty – Q2 2021"
Claim,Travel start date,Travel end date,Traveller Name,Traveller Type,Purpose of Travel,Dates,Departure,Destination,Transportation,Accommodations,Meals and Incidentals,Points Reg.,Points Spec.,Points U.S.A.,Total
T0204457,2020/03/01,2020/03/31,,,,,,,0.0000,93.9900,0.0000,0,0,0,93.99
T0204457,2020/03/01,2020/03/31,"Hajdu, Patty",Member,Secondary Residence,2020/03/01,Ottawa,Ottawa,,,,,,,
T0204456,2020/04/01,2020/06/30,,,,,,,0.0000,281.9700,0.0000,0,0,0,281.97
T0204456,2020/04/01,2020/06/30,"Hajdu, Patty",Member,Secondary Residence,2020/04/01,Ottawa,Ottawa,,,,,,,
T0204456,2020/04/01,2020/06/30,"Hajdu, Patty",Member,Secondary Residence,2020/05/01,Ottawa,Ottawa,,,,,,,
T0204456,2020/04/01,2020/06/30,"Hajdu, Patty",Member,Secondary Residence,2020/06/01,Ottawa,Ottawa,,,,,,,
200430726,2020/08/01,2020/08/31,,,,,,,0.0000,2000.0000,0.0000,0,0,0,2000.00
200430726,2020/08/01,2020/08/31,"Hajdu, Patty",Member,Secondary Residence,2020/08/01,OTTAWA,OTTAWA,,,,,,,
T0204314,2020/08/15,2020/08/15,,,,,,,108.0800,0.0000,18.6600,0,0.0000,0,126.74
T0204314,2020/08/15,2020/08/15,"DePeuter, Crystal",Employee,Attending event with Member,2020/08/15,Thunder Bay,Nipigon,,,,,,,
T0204313,2020/08/15,2020/08/15,,,,,,,108.0800,0.0000,18.6600,0.0000,0,0,126.74
T0204313,2020/08/15,2020/08/15,"Hajdu, Patty",Member,To attend a constituency or community event,2020/08/15,Thunder Bay (City),Nipigon,,,,,,,
T0204313,2020/08/15,2020/08/15,"Hajdu, Patty",Member,To attend a constituency or community event,2020/08/15,Nipigon,Thunder Bay (City),,,,,,,
T0204314,2020/08/15,2020/08/15,"DePeuter, Crystal",Employee,Attending event with Member,2020/08/15,Nipigon,Thunder Bay,,,,,,,
200437209,2020/09/01,2020/09/30,,,,,,,0.0000,2000.0000,0.0000,0,0,0,2000.00
200437209,2020/09/01,2020/09/30,"Hajdu, Patty",Member,Secondary Residence,2020/09/01,OTTAWA,OTTAWA,,,,,,,
T0205318,2020/09/08,2020/09/08,,,,,,,199.7000,0.0000,0.0000,0,0.0000,0,199.70
T0205318,2020/09/08,2020/09/08,"Hajdu, Patty",Member,To attend a constituency or community event,2020/09/08,Thunder Bay,Sand Point,,,,,,,
T0205318,2020/09/08,2020/09/08,"Hajdu, Patty",Member,To attend a constituency or community event,2020/09/08,Sand Point,Silver Islet,,,,,,,
T0205318,2020/09/08,2020/09/08,"Hajdu, Patty",Member,To attend a constituency or community event,2020/09/08,Silver Islet,Thunder Bay,,,,,,,
200442070,2020/10/01,2020/10/31,,,,,,,0.0000,2000.0000,0.0000,0,0,0,2000.00
200442070,2020/10/01,2020/10/31,"Hajdu, Patty",Member,Secondary Residence,2020/10/01,OTTAWA,OTTAWA,,,,,,,
