"Members – Detailed Travel Expenditures Report – O'Connell, Jennifer – Q2 2021"
Claim,Travel start date,Travel end date,Traveller Name,Traveller Type,Purpose of Travel,Dates,Departure,Destination,Transportation,Accommodations,Meals and Incidentals,Points Reg.,Points Spec.,Points U.S.A.,Total
T0202705,2020/03/28,2020/04/27,,,,,,,0.0000,26.3200,0.0000,0,0,0,26.32
T0202705,2020/03/28,2020/04/27,"O'Connell, Jennifer",Member,Secondary Residence,2020/03/28,Ottawa,Ottawa,,,,,,,
T0202706,2020/04/27,2020/05/28,,,,,,,0.0000,25.7700,0.0000,0,0,0,25.77
T0202706,2020/04/27,2020/05/28,"O'Connell, Jennifer",Member,Secondary Residence,2020/04/27,Ottawa,Ottawa,,,,,,,
T0202969,2020/05/12,2020/06/11,,,,,,,0.0000,105.9500,0.0000,0,0,0,105.95
T0202969,2020/05/12,2020/06/11,"O'Connell, Jennifer",Member,Secondary Residence,2020/05/12,Ottawa,Ottawa,,,,,,,
T0202971,2020/06/12,2020/07/11,,,,,,,0.0000,105.9500,0.0000,0,0,0,105.95
T0202971,2020/06/12,2020/07/11,"O'Connell, Jennifer",Member,Secondary Residence,2020/06/12,Ottawa,Ottawa,,,,,,,
T0203909,2020/06/20,2020/06/21,,,,,,,393.0800,0.0000,0.0000,1.0000,0,0,393.08
T0203909,2020/06/20,2020/06/21,"O'Connell, Jennifer",Member,To travel to/from constituency and Ottawa,2020/06/20,Pickering,Ottawa,,,,,,,
T0203909,2020/06/20,2020/06/21,"O'Connell, Jennifer",Member,To travel to/from constituency and Ottawa,2020/06/21,Ottawa,Pickering,,,,,,,
T0203906,2020/07/13,2020/08/12,,,,,,,0.0000,25.0900,0.0000,0,0,0,25.09
T0203906,2020/07/13,2020/08/12,"O'Connell, Jennifer",Member,Secondary Residence,2020/07/13,Ottawa,Ottawa,,,,,,,
200430769,2020/08/01,2020/08/31,,,,,,,0.0000,1850.0000,0.0000,0,0,0,1850.00
200430769,2020/08/01,2020/08/31,"O'Connell, Jennifer",Member,Secondary Residence,2020/08/01,OTTAWA,OTTAWA,,,,,,,
200437251,2020/09/01,2020/09/30,,,,,,,0.0000,1850.0000,0.0000,0,0,0,1850.00
200437251,2020/09/01,2020/09/30,"O'Connell, Jennifer",Member,Secondary Residence,2020/09/01,OTTAWA,OTTAWA,,,,,,,
200442114,2020/10/01,2020/10/31,,,,,,,0.0000,1850.0000,0.0000,0,0,0,1850.00
200442114,2020/10/01,2020/10/31,"O'Connell, Jennifer",Member,Secondary Residence,2020/10/01,OTTAWA,OTTAWA,,,,,,,
