"Members – Detailed Travel Expenditures Report – Zimmer, Bob – Q2 2021"
Claim,Travel start date,Travel end date,Traveller Name,Traveller Type,Purpose of Travel,Dates,Departure,Destination,Transportation,Accommodations,Meals and Incidentals,Points Reg.,Points Spec.,Points U.S.A.,Total
T0202574,2020/06/22,2020/06/22,,,,,,,417.1300,0.0000,0.0000,0.5000,0,0,417.13
T0202574,2020/06/22,2020/06/22,"Lindberg, Kaylee",Employee,To travel to/from constituency and Ottawa,2020/06/22,Ottawa,Fort St. John,,,,,,,
T0202536,2020/06/22,2020/06/22,,,,,,,79.9400,0.0000,0.0000,0.0000,0,0,79.94
T0202536,2020/06/22,2020/06/22,"Zimmer, Bob",Member,To attend meetings about constituency issues,2020/06/22,Fort St. John,Dawson Creek,,,,,,,
T0202536,2020/06/22,2020/06/22,"Zimmer, Bob",Member,To attend meetings about constituency issues,2020/06/22,Dawson Creek,Fort St. John,,,,,,,
T0202922,2020/07/06,2020/07/07,,,,,,,1230.6200,0.0000,211.7300,0,1.0000,0,1442.35
T0202922,2020/07/06,2020/07/07,"Zimmer, Bob",Member,To attend meetings with stakeholders about business of the House,2020/07/06,Fort St. John,Vancouver,,,,,,,
T0202922,2020/07/06,2020/07/07,"Zimmer, Bob",Member,To attend meetings with stakeholders about business of the House,2020/07/07,Vancouver,Fort St. John,,,,,,,
T0203185,2020/07/15,2020/07/15,,,,,,,77.9400,0.0000,0.0000,0.0000,0,0,77.94
T0203185,2020/07/15,2020/07/15,"Zimmer, Bob",Member,To conduct constituency office business,2020/07/15,Fort St. John,Dawson Creek,,,,,,,
T0203185,2020/07/15,2020/07/15,"Zimmer, Bob",Member,To conduct constituency office business,2020/07/15,Dawson Creek,Fort St. John,,,,,,,
T0203358,2020/07/19,2020/07/23,,,,,,,3767.9200,709.3200,435.5400,2.0000,0,0,4912.78
T0203358,2020/07/19,2020/07/23,"Zimmer, Bob",Member,To travel to/from constituency and Ottawa,2020/07/19,Fort St. John,Ottawa,,,,,,,
T0203358,2020/07/19,2020/07/23,"Zimmer, Bob",Member,To travel to/from constituency and Ottawa,2020/07/23,Ottawa,Fort St. John,,,,,,,
T0203358,2020/07/19,2020/07/23,,Dependant,To unite the family with the Member,2020/07/19,Fort St. John,Ottawa,,,,,,,
T0203358,2020/07/19,2020/07/23,,Dependant,To unite the family with the Member,2020/07/23,Ottawa,Fort St. John,,,,,,,
T0203418,2020/07/25,2020/07/25,,,,,,,76.9400,0.0000,0.0000,0.0000,0,0,76.94
T0203418,2020/07/25,2020/07/25,"Zimmer, Bob",Member,To attend meetings about constituency issues,2020/07/25,Fort St. John,Dawson Creek,,,,,,,
T0203418,2020/07/25,2020/07/25,"Zimmer, Bob",Member,To attend meetings about constituency issues,2020/07/25,Dawson Creek,Fort St. John,,,,,,,
T0203496,2020/07/28,2020/07/28,,,,,,,453.8000,0.0000,85.7700,0.0000,0,0,539.57
T0203496,2020/07/28,2020/07/28,"Zimmer, Bob",Member,To attend meetings about constituency issues,2020/07/28,Fort St. John,Prince George,,,,,,,
T0203496,2020/07/28,2020/07/28,"Zimmer, Bob",Member,To attend meetings about constituency issues,2020/07/28,Prince George,Fort St. John,,,,,,,
T0203830,2020/08/09,2020/08/12,,,,,,,1989.8900,568.7700,235.6800,0,1.5000,0,2794.34
T0203830,2020/08/09,2020/08/12,"Zimmer, Bob",Member,To attend meetings with stakeholders about business of the House,2020/08/09,Fort St. John,Prince Rupert,,,,,,,
T0203830,2020/08/09,2020/08/12,"Zimmer, Bob",Member,To attend meetings with stakeholders about business of the House,2020/08/10,Prince Rupert,Vancouver,,,,,,,
T0203830,2020/08/09,2020/08/12,"Zimmer, Bob",Member,To attend meetings with stakeholders about business of the House,2020/08/12,Vancouver,Fort St. John,,,,,,,
T0204079,2020/08/22,2020/08/24,,,,,,,2689.4000,417.6100,294.9100,1.0000,0,0,3401.92
T0204079,2020/08/22,2020/08/24,"Zimmer, Bob",Member,To travel to/from constituency and Ottawa,2020/08/22,Fort St. John,Ottawa,,,,,,,
T0204079,2020/08/22,2020/08/24,"Zimmer, Bob",Member,To travel to/from constituency and Ottawa,2020/08/24,Ottawa,Fort St. John,,,,,,,
T0204665,2020/09/03,2020/09/05,,,,,,,1607.1900,628.6200,268.3200,1.0000,0,0,2504.13
T0204665,2020/09/03,2020/09/05,"Zimmer, Bob",Member,To attend meetings with stakeholders about business of the House,2020/09/03,Fort St. John,Victoria,,,,,,,
T0204665,2020/09/03,2020/09/05,"Zimmer, Bob",Member,To attend meetings with stakeholders about business of the House,2020/09/05,Victoria,Fort St. John,,,,,,,
T0205001,2020/09/08,2020/09/16,,,,,,,5359.0500,1250.4600,866.0700,3.0000,0,0,7475.58
T0205001,2020/09/08,2020/09/16,"Zimmer, Bob",Member,To travel to/from constituency and Ottawa,2020/09/08,Fort St. John,Ottawa,,,,,,,
T0205001,2020/09/08,2020/09/16,,Dependant,To unite the family with the Member,2020/09/08,Fort St. John,Ottawa,,,,,,,
T0205001,2020/09/08,2020/09/16,,Dependant,To unite the family with the Member,2020/09/16,Ottawa,Fort St. John,,,,,,,
T0205001,2020/09/08,2020/09/16,,Dependant,To unite the family with the Member,2020/09/08,Fort St. John,Ottawa,,,,,,,
T0205001,2020/09/08,2020/09/16,"Zimmer, Bob",Member,To travel to/from constituency and Ottawa,2020/09/16,Ottawa,Fort St. John,,,,,,,
T0205001,2020/09/08,2020/09/16,,Dependant,To unite the family with the Member,2020/09/11,Ottawa,Fort St. John,,,,,,,
T0205241,2020/09/23,2020/09/23,,,,,,,27.4800,0.0000,0.0000,0,0.0000,0,27.48
T0205241,2020/09/23,2020/09/23,"Larmondin, Cindy",Employee,Attending event with Member,2020/09/23,Ottawa,Ottawa,,,,,,,
T0205241,2020/09/23,2020/09/23,"Larmondin, Cindy",Employee,Attending event with Member,2020/09/23,Ottawa,Ottawa,,,,,,,
