"Members – Detailed Travel Expenditures Report – Casey, Sean – Q2 2021"
Claim,Travel start date,Travel end date,Traveller Name,Traveller Type,Purpose of Travel,Dates,Departure,Destination,Transportation,Accommodations,Meals and Incidentals,Points Reg.,Points Spec.,Points U.S.A.,Total
T0203408,2020/02/22,2020/02/22,,,,,,,405.6600,0.0000,0.0000,0.5000,0,0,405.66
T0203408,2020/02/22,2020/02/22,,Designated Traveller,To unite the family with the Member,2020/02/22,Ottawa,Charlottetown,,,,,,,
T0203404,2020/03/11,2020/03/14,,,,,,,811.3200,0.0000,0.0000,1.0000,0,0,811.32
T0203404,2020/03/11,2020/03/14,,Designated Traveller,To unite the family with the Member,2020/03/11,Charlottetown,Ottawa,,,,,,,
T0203404,2020/03/11,2020/03/14,,Designated Traveller,To unite the family with the Member,2020/03/14,Ottawa,Charlottetown,,,,,,,
T0203177,2020/05/01,2020/07/31,,,,,,,0.0000,3905.0000,0.0000,0,0,0,3905.00
T0203177,2020/05/01,2020/07/31,"Casey, Sean",Member,Secondary Residence,2020/07/01,Ottawa,Ottawa,,,,,,,
T0203177,2020/05/01,2020/07/31,"Casey, Sean",Member,Secondary Residence,2020/06/01,Ottawa,Ottawa,,,,,,,
T0203177,2020/05/01,2020/07/31,"Casey, Sean",Member,Secondary Residence,2020/05/01,Ottawa,Ottawa,,,,,,,
T0204919,2020/09/10,2020/09/12,,,,,,,22.2500,221.8600,0.0000,0,0.5000,0,244.11
T0204919,2020/09/10,2020/09/12,"Casey, Sean",Member,To attend a regional or provincial caucus meeting,2020/09/10,Charlottetown,Stanley Bridge,,,,,,,
