"Members – Detailed Travel Expenditures Report – McKinnon, Ron – Q2 2021"
Claim,Travel start date,Travel end date,Traveller Name,Traveller Type,Purpose of Travel,Dates,Departure,Destination,Transportation,Accommodations,Meals and Incidentals,Points Reg.,Points Spec.,Points U.S.A.,Total
T0202428,2020/02/14,2020/02/21,,,,,,,2301.3800,0.0000,0.0000,1.0000,0,0,2301.3800
T0202428,2020/02/14,2020/02/21,,Dependant,To unite the family with the Member,2020/02/14,Victoria,Ottawa,,,,,,,
T0202428,2020/02/14,2020/02/21,,Dependant,To unite the family with the Member,2020/02/21,Ottawa,Victoria,,,,,,,
T0202431,2020/02/18,2020/02/22,,,,,,,2439.4100,0.0000,0.0000,1.0000,0,0,2439.4100
T0202431,2020/02/18,2020/02/22,,Designated Traveller,To unite the family with the Member,2020/02/18,Port Coquitlam,Ottawa,,,,,,,
T0202431,2020/02/18,2020/02/22,,Designated Traveller,To unite the family with the Member,2020/02/22,Ottawa,Port Coquitlam,,,,,,,
T0203724,2020/07/11,2020/07/11,,,,,,,516.4200,0.0000,0.0000,0.5000,0,0,516.4200
T0203724,2020/07/11,2020/07/11,"Daniel, Yuval",Employee,To travel to/from constituency and Ottawa,2020/07/11,Ottawa,Port Coquitlam,,,,,,,
T0205418,2020/09/20,2020/09/20,,,,,,,502.7500,0.0000,0.0000,0.5000,0,0,502.7500
T0205418,2020/09/20,2020/09/20,"Howkins, Alexander",Employee,To travel to/from constituency and Ottawa,2020/09/20,Port Coquitlam,Ottawa,,,,,,,
