"Members – Detailed Travel Expenditures Report – McPherson, Heather – Q2 2021"
Claim,Travel start date,Travel end date,Traveller Name,Traveller Type,Purpose of Travel,Dates,Departure,Destination,Transportation,Accommodations,Meals and Incidentals,Points Reg.,Points Spec.,Points U.S.A.,Total
T0203524,2020/05/24,2020/06/24,,,,,,,0.0000,35.2600,0.0000,0,0,0,35.2600
T0203524,2020/05/24,2020/06/24,"McPherson, Heather",Member,Secondary Residence,2020/05/24,Ottawa,Ottawa,,,,,,,
T0202558,2020/05/31,2020/06/12,,,,,,,2406.3900,0.0000,1277.9500,1.0000,0,0,3684.3400
T0202558,2020/05/31,2020/06/12,"McPherson, Heather",Member,To travel to/from constituency and Ottawa,2020/05/31,Edmonton,Ottawa,,,,,,,
T0202558,2020/05/31,2020/06/12,"McPherson, Heather",Member,To travel to/from constituency and Ottawa,2020/06/12,Ottawa,Edmonton,,,,,,,
T0203839,2020/06/24,2020/09/02,,,,,,,0.0000,75.4800,0.0000,0,0,0,75.4800
T0203839,2020/06/24,2020/09/02,"McPherson, Heather",Member,Secondary Residence,2020/08/03,Ottawa,Ottawa,,,,,,,
T0203839,2020/06/24,2020/09/02,"McPherson, Heather",Member,Secondary Residence,2020/06/24,Ottawa,Ottawa,,,,,,,
T0203264,2020/07/01,2020/10/01,,,,,,,0.0000,90.8000,0.0000,0,0,0,90.8000
T0203264,2020/07/01,2020/10/01,"McPherson, Heather",Member,Secondary Residence,2020/07/03,Ottawa,Ottawa,,,,,,,
T0203264,2020/07/01,2020/10/01,"McPherson, Heather",Member,Secondary Residence,2020/07/01,Ottawa,Ottawa,,,,,,,
T0203347,2020/07/07,2020/07/10,,,,,,,2410.4900,531.9900,393.2100,1.0000,0,0,3335.6900
T0203347,2020/07/07,2020/07/10,"McPherson, Heather",Member,To travel to/from constituency and Ottawa,2020/07/07,Edmonton,Ottawa,,,,,,,
T0203347,2020/07/07,2020/07/10,"McPherson, Heather",Member,To travel to/from constituency and Ottawa,2020/07/10,Ottawa,Edmonton,,,,,,,
T0203680,2020/07/19,2020/07/22,,,,,,,2398.3800,0.0000,393.2100,1.0000,0,0,2791.5900
T0203680,2020/07/19,2020/07/22,"McPherson, Heather",Member,To travel to/from constituency and Ottawa,2020/07/19,Edmonton,Ottawa,,,,,,,
T0203680,2020/07/19,2020/07/22,"McPherson, Heather",Member,To travel to/from constituency and Ottawa,2020/07/22,Ottawa,Edmonton,,,,,,,
T0205051,2020/07/24,2020/10/02,,,,,,,0.0000,76.2200,0.0000,0,0,0,76.2200
T0205051,2020/07/24,2020/10/02,"McPherson, Heather",Member,Secondary Residence,2020/09/03,Ottawa,Ottawa,,,,,,,
T0205051,2020/07/24,2020/10/02,"McPherson, Heather",Member,Secondary Residence,2020/07/24,Ottawa,Ottawa,,,,,,,
200430761,2020/08/01,2020/08/31,,,,,,,0.0000,1800.0000,0.0000,0,0,0,1800.0000
200430761,2020/08/01,2020/08/31,"McPherson, Heather",Member,Secondary Residence,2020/08/01,OTTAWA,OTTAWA,,,,,,,
T0204035,2020/08/11,2020/08/14,,,,,,,2424.3300,0.0000,393.2100,1.0000,0,0,2817.5400
T0204035,2020/08/11,2020/08/14,"McPherson, Heather",Member,To travel to/from constituency and Ottawa,2020/08/11,Edmonton,Ottawa,,,,,,,
T0204035,2020/08/11,2020/08/14,"McPherson, Heather",Member,To travel to/from constituency and Ottawa,2020/08/14,Ottawa,Edmonton,,,,,,,
200437243,2020/09/01,2020/09/30,,,,,,,0.0000,1800.0000,0.0000,0,0,0,1800.0000
200437243,2020/09/01,2020/09/30,"McPherson, Heather",Member,Secondary Residence,2020/09/01,OTTAWA,OTTAWA,,,,,,,
T0205284,2020/09/14,2020/09/17,,,,,,,2428.3900,0.0000,393.2100,1.0000,0,0,2821.6000
T0205284,2020/09/14,2020/09/17,"McPherson, Heather",Member,To travel to/from constituency and Ottawa,2020/09/14,Edmonton,Ottawa,,,,,,,
T0205284,2020/09/14,2020/09/17,"McPherson, Heather",Member,To travel to/from constituency and Ottawa,2020/09/17,Ottawa,Edmonton,,,,,,,
200442106,2020/10/01,2020/10/31,,,,,,,0.0000,1800.0000,0.0000,0,0,0,1800.0000
200442106,2020/10/01,2020/10/31,"McPherson, Heather",Member,Secondary Residence,2020/10/01,OTTAWA,OTTAWA,,,,,,,
