"Members – Detailed Travel Expenditures Report – McDonald, Ken – Q2 2021"
Claim,Travel start date,Travel end date,Traveller Name,Traveller Type,Purpose of Travel,Dates,Departure,Destination,Transportation,Accommodations,Meals and Incidentals,Points Reg.,Points Spec.,Points U.S.A.,Total
T0203858,2020/07/30,2020/07/30,,,,,,,101.6800,0.0000,0.0000,0.0000,0,0,101.6800
T0203858,2020/07/30,2020/07/30,"McDonald, Ken",Member,To attend meetings about constituency issues,2020/07/30,Conception Bay South,Placentia,,,,,,,
T0203858,2020/07/30,2020/07/30,"McDonald, Ken",Member,To attend meetings about constituency issues,2020/07/30,Placentia,Conception Bay South,,,,,,,
200430758,2020/08/01,2020/08/31,,,,,,,0.0000,1900.0000,0.0000,0,0,0,1900.0000
200430758,2020/08/01,2020/08/31,"McDonald, Ken",Member,Secondary Residence,2020/08/01,OTTAWA,OTTAWA,,,,,,,
T0204460,2020/08/30,2020/09/01,,,,,,,398.0400,297.7700,229.9100,0,1.0000,0,925.7200
T0204460,2020/08/30,2020/09/01,"McDonald, Ken",Member,To attend a regional or provincial caucus meeting,2020/08/30,Conception Bay South,Twillingate,,,,,,,
T0204460,2020/08/30,2020/09/01,"McDonald, Ken",Member,To attend a regional or provincial caucus meeting,2020/09/01,Twillingate,Conception Bay South,,,,,,,
200437240,2020/09/01,2020/09/30,,,,,,,0.0000,1900.0000,0.0000,0,0,0,1900.0000
200437240,2020/09/01,2020/09/30,"McDonald, Ken",Member,Secondary Residence,2020/09/01,OTTAWA,OTTAWA,,,,,,,
200442103,2020/10/01,2020/10/31,,,,,,,0.0000,1900.0000,0.0000,0,0,0,1900.0000
200442103,2020/10/01,2020/10/31,"McDonald, Ken",Member,Secondary Residence,2020/10/01,OTTAWA,OTTAWA,,,,,,,
